name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Throwing Spear,BotW_Throwing_Spear_Icon.png?version=1d354367e86cf1951fb45bedcaa464d0 (https://dl.airtable.com/Vn07POQJSYWQO5xAABQS_BotW_Throwing_Spear_Icon.png%3Fversion%3D1d354367e86cf1951fb45bedcaa464d0),Weapon,Pole-arm,,20,6,,,,,,,,,"A specialized spear weighted to excel as a throwing weapon. It's perfectly balanced to be thrown farther than your average spear, able to pierce targets from a great distance.",,,,,,,,,
Thunderspear,BotW_Thunderspear_Icon.png?version=5079309fd47df855d804e14fc7912273 (https://dl.airtable.com/DhapczQKRHSXIGWJ54Mf_BotW_Thunderspear_Icon.png%3Fversion%3D5079309fd47df855d804e14fc7912273),Weapon,Pole-arm,,50,22,,,,,,,,,A magical spear that contains thunder from Thundra Plateau in its tip. Attack when the blade glows with a golden light to unleash an electrical attack.,,,,,,,,,
Traveler's Spear,BotW_Traveler%27s_Spear_Icon.png?version=71f570c28d0ec5de833a983cc753c16d (https://dl.airtable.com/aSeB5F7FTOWl4Egt9pYK_BotW_Traveler%2527s_Spear_Icon.png%3Fversion%3D71f570c28d0ec5de833a983cc753c16d),Weapon,Pole-arm,,30,3,,,,,,,,,A spear used mainly by travelers to fend off wolves and other beasts. It's easy to hold and simple to use.,,,,,,,,,
Wooden Mop,BotW_Wooden_Mop_Icon.png?version=b50733776ce4a935ea09b8405d358d6f (https://dl.airtable.com/l0IBlhcJSc6s0mY1Pya0_BotW_Wooden_Mop_Icon.png%3Fversion%3Db50733776ce4a935ea09b8405d358d6f),Weapon,Pole-arm,,8,5,,,,,,,,,"Just a mop to the untrained eye, it excels at tidying up the place. But it owes its sturdy construction to a true craftsman, so it actually has some combat merit.",,,,,,,,,
Zora Spear,BotW_Zora_Spear_Icon.png?version=b79be5beab19680000c1a40ee6f2cd27 (https://dl.airtable.com/serfR54nTEqNcfeKtSEV_BotW_Zora_Spear_Icon.png%3Fversion%3Db79be5beab19680000c1a40ee6f2cd27),Weapon,Pole-arm,,40,9,,,,,,,,,This spear is a Zora's weapon of choice. It's lighter than it looks due to being made from a special metal and is used by the Zora for both fishing and protecting their domain.,,,,,,,,,
Ancient Shield,BotW_Ancient_Shield_Icon.png?version=bfdec23c13187670eb30af1e5f2e46ef (https://dl.airtable.com/8oDVhJW2RMyNDRrOfX1q_BotW_Ancient_Shield_Icon.png%3Fversion%3Dbfdec23c13187670eb30af1e5f2e46ef),Shield,,,32,70,,,,,,,,,This shield was made using ancient Sheikah technology. Its surface glows blue when raised in defense. Enhanced functionality allows it to deflect Guardian beams.,,,,,,,,,
Boko Shield,BotW_Boko_Shield_Icon.png?version=420d4a6b0684e20a4a775eb6b8fcbf0d (https://dl.airtable.com/tcIthKj8SsiE5Qh5rEHK_BotW_Boko_Shield_Icon.png%3Fversion%3D420d4a6b0684e20a4a775eb6b8fcbf0d),Shield,,,5,3,,,,,,,,,"A Bokoblin-made shield created by attaching a handhold to any flat tree bark picked up off the ground. It's pretty shoddy, so don't expect it to last very long.",,,,,,,,,
Daybreaker,BotW_Daybreaker_Icon.png?version=6627bfcd2ee21641d863d8dcaf902f86 (https://dl.airtable.com/lHZ5UIYnQwa6uw2y2zFH_BotW_Daybreaker_Icon.png%3Fversion%3D6627bfcd2ee21641d863d8dcaf902f86),Shield,,,60,48,,,,,,,,,This shield was cherished by the Gerudo Champion Urbosa. The gold used to make it was handpicked to ensure a design that is both lightweight and very durable.,,,,,,,,,
Dragonbone Boko Shield,BotW_Dragonbone_Boko_Shield_Icon.png?version=71eaa44fe227f2e0a50d6ec53231715e (https://dl.airtable.com/96NlHTLiTYKVq2YGidti_BotW_Dragonbone_Boko_Shield_Icon.png%3Fversion%3D71eaa44fe227f2e0a50d6ec53231715e),Shield,,,8,25,,,,,,,,,"This Boko shield is reinforced with fossilized bone. Its defensive capabilities are respectable, but its predictably slipshod craftsmanship spells low disability.",,,,,,,,,
Emblazoned Shield,BotW_Emblazoned_Shield_Icon.png?version=e4e53abb37c97cb1cfea7ef8b8c2cf72 (https://dl.airtable.com/5OurF7RqRvmCr2YPyvWa_BotW_Emblazoned_Shield_Icon.png%3Fversion%3De4e53abb37c97cb1cfea7ef8b8c2cf72),Shield,,,12,3,,,,,,,,,"This shield features a traditional design from Necluda. Its combat capabilities aren't much better than the standard wooden shield, but it found popularity for its design.",,,,,,,,,
Fisherman's Shield,BotW_Fisherman%27s_Shield_Icon.png?version=bb5e5e12c27a041e6c8dab7f15d9202d (https://dl.airtable.com/ZP4ARHB8QnywryqYFjjj_BotW_Fisherman%2527s_Shield_Icon.png%3Fversion%3Dbb5e5e12c27a041e6c8dab7f15d9202d),Shield,,,10,3,,,,,,,,,"Often carried by fishermen for its fish design, which represents hope for a great catch. Its light wooden structure makes it convenient to take on a boat.",,,,,,,,,
Forest Dweller's Shield,BotW_Forest_Dweller%27s_Shield_Icon.png?version=7d1a30ec971c7e5c0b81cbfe709d5f8a (https://dl.airtable.com/wLwASCX9RZ6Wl9kHvdur_BotW_Forest_Dweller%2527s_Shield_Icon.png%3Fversion%3D7d1a30ec971c7e5c0b81cbfe709d5f8a),Shield,,,18,30,,,,,,,,,"The Koroks made this shield specifically for Hylians. It's made from the finest hard wood of trees that grow only in the Korok forest, so it's sturdier than it looks.",,,,,,,,,
Gerudo Shield,BotW_Gerudo_Shield_Icon.png?version=545999dd84b5ecada4fcfd37e4c7eccd (https://dl.airtable.com/O1o8813bQ4OSloRBXlcQ_BotW_Gerudo_Shield_Icon.png%3Fversion%3D545999dd84b5ecada4fcfd37e4c7eccd),Shield,,,20,20,,,,,,,,,The design of this metal shield has changed over time to match the Gerudo's sword-and-shield fighting style. It's favored by soldiers and travelers alike.,,,,,,,,,
Guardian Shield,BotW_Guardian_Shield_Icon.png?version=e2c0c40e88fcd64c649a4282c2e17215 (https://dl.airtable.com/ObJU9BxnTdGVb85Uf4Fg_BotW_Guardian_Shield_Icon.png%3Fversion%3De2c0c40e88fcd64c649a4282c2e17215),Shield,,,10,18,,,,,,,,,A shield made with ancient Sheikah technology. It can deflect a Guardian Scout's beam.,,,,,,,,,
Guardian Shield+,BotW_Guardian_Shield%EF%BC%8B_Icon.png?version=42d0b804bf6015dc34c8c8d02fce2cd2 (https://dl.airtable.com/4TEuQzzfQVOkg4N6suqJ_BotW_Guardian_Shield%25EF%25BC%258B_Icon.png%3Fversion%3D42d0b804bf6015dc34c8c8d02fce2cd2),Shield,,,13,30,,,,,,,,,The larger version of a Guardian shield has had its output level boosted. Its defensive capabilities are comparable to those of a metal shield's.,,,,,,,,,
Guardian Shield++,BotW_Guardian_Shield%EF%BC%8B%EF%BC%8B_Icon.png?version=cca8a9b93260949585185aba4981b6a5 (https://dl.airtable.com/iaY2Jht0RUaddB1ykiqA_BotW_Guardian_Shield%25EF%25BC%258B%25EF%25BC%258B_Icon.png%3Fversion%3Dcca8a9b93260949585185aba4981b6a5),Shield,,,20,42,,,,,,,,,"The output level of this shield has been boosted to maximum. Its combat capabilities surpass those of metallic shields, and it can deflect Guardian Scout beams.",,,,,,,,,
Hero's Shield,BotW_Hero%27s_Shield_Icon.png?version=befd7c737a41c9ff0c8d122666ebaa2d (https://dl.airtable.com/AWqchslJRLyuygjhu0Rx_BotW_Hero%2527s_Shield_Icon.png%3Fversion%3Dbefd7c737a41c9ff0c8d122666ebaa2d),Shield,,,90,65,,,,,,,,,"A shield said to have been the favorite of a hero who traveled the open seas. It was apparently a family heirloom, passed down through many generations.",,,,,,,,,
Hunter's Shield,BotW_Hunter%27s_Shield_Icon.png?version=dfb172de98af60dd1aae9f1f51b471ad (https://dl.airtable.com/unTRn4ivTSuXECWDTKpE_BotW_Hunter%2527s_Shield_Icon.png%3Fversion%3Ddfb172de98af60dd1aae9f1f51b471ad),Shield,,,10,3,,,,,,,,,"Favored by hunters for its rabbit design, which is said to bring luck on hunts. It's easy to use, but its durability leaves something to be desired.",,,,,,,,,
Hylian Shield,BotW_Hylian_Shield_Icon.png?version=e4ab31790f99be88d0c81eecbf525052 (https://dl.airtable.com/QqtBlhiQ9yobE18gEA0q_BotW_Hylian_Shield_Icon.png%3Fversion%3De4ab31790f99be88d0c81eecbf525052),Shield,,,800,90,,,,,,,,,"A shield passed down through the Hyrulean royal family, along with the legend of the hero who wielded it. Its defensive capabilities and durability outshine all other shields.",,,,,,,,,
Kite Shield,BotW_Kite_Shield_Icon.png?version=7bb524c8bd220c83e9165e16082c8326 (https://dl.airtable.com/ijQH7PPzQKWvLFd7Pw8T_BotW_Kite_Shield_Icon.png%3Fversion%3D7bb524c8bd220c83e9165e16082c8326),Shield,,,16,14,,,,,,,,,Rito warriors cherish this shield. Its unique shape is designed with mid-battle flight in mind to facilitate aerial combat.,,,,,,,,,
Knight's Shield,BotW_Knight%27s_Shield_Icon.png?version=558835452301e1148f6c84b0359f2729 (https://dl.airtable.com/lZHTY2RKRo68o6HMUXof_BotW_Knight%2527s_Shield_Icon.png%3Fversion%3D558835452301e1148f6c84b0359f2729),Shield,,,23,40,,,,,,,,,"A shield favored by the knights who served the Hyrulean royal family. Its sturdy metal construction makes it quite durable, but its weight requires decent skill to wield.",,,,,,,,,
Lizal Shield,BotW_Lizal_Shield_Icon.png?version=65b18ed217e164b394d3974765b02d4c (https://dl.airtable.com/oeSHbmKyR6mK6RxBNhcv_BotW_Lizal_Shield_Icon.png%3Fversion%3D65b18ed217e164b394d3974765b02d4c),Shield,,,8,15,,,,,,,,,"A common shield found among the Lizalfos. It's made of metal, but its sloppy craftsmanship offers poor durability.",,,,,,,,,
Lynel Shield,BotW_Lynel_Shield_Icon.png?version=f7590fbea803df3debe1126b30030bd1 (https://dl.airtable.com/uUquolCnQHaeU3gmLtp5_BotW_Lynel_Shield_Icon.png%3Fversion%3Df7590fbea803df3debe1126b30030bd1),Shield,,,12,30,,,,,,,,,"A sturdy shield favored by Lynels for its defensive and offensive capabilities. First and foremost a shield, but the banded edges can deal slashing attacks when deflecting.",,,,,,,,,
Mighty Lynel Shield,BotW_Mighty_Lynel_Shield_Icon.png?version=9eb38c8bec3160d773364b1905cbe736 (https://dl.airtable.com/YbeZRx3ESvyRT6QeT4su_BotW_Mighty_Lynel_Shield_Icon.png%3Fversion%3D9eb38c8bec3160d773364b1905cbe736),Shield,,,15,44,,,,,,,,,"This Lynel-made shield has been reinforced with armor and even more blades. Stronger in both defense and offense, it can tear through basic armor when deflecting.",,,,,,,,,
Pot Lid,BotW_Pot_Lid_Icon.png?version=4ecbd30b2231ffbd81055b1b18dc5cc1 (https://dl.airtable.com/bwmOEVUPQhqZRZTwFmtf_BotW_Pot_Lid_Icon.png%3Fversion%3D4ecbd30b2231ffbd81055b1b18dc5cc1),Shield,,,10,1,,,,,,,,,The lid of a large soup pot. It smells vaguely of chicken broth... Yum! It can take quite a beating before breaking.,,,,,,,,,
Radiant Shield,BotW_Radiant_Shield_Icon.png?version=ef3d69dd9ea3d6fecfdc41bfaa64d1d1 (https://dl.airtable.com/j88E3FUnTTaazlpB15Nl_BotW_Radiant_Shield_Icon.png%3Fversion%3Def3d69dd9ea3d6fecfdc41bfaa64d1d1),Shield,,,26,35,,,,,,,,,This extravagant shield is presented to Gerudo warriors who rise up to the rank of captain. Its apparent opulence is rivaled only by its combat capabilities.,,,,,,,,,
Reinforced Lizal Shield,BotW_Reinforced_Lizal_Shield_Icon.png?version=2879aa5cba41e9047ebd19196feb05bc (https://dl.airtable.com/MLo7enLFS2inuBSkd1kS_BotW_Reinforced_Lizal_Shield_Icon.png%3Fversion%3D2879aa5cba41e9047ebd19196feb05bc),Shield,,,12,22,,,,,,,,,"This Lizal shield has been strengthened by adding a different type of metal to the mix. The edge is lined with spikes, so handle with care.",,,,,,,,,
Royal Guard's Shield,BotW_Royal_Guard%27s_Shield_Icon.png?version=0858756db4e7d69cf164052cf412d2c5 (https://dl.airtable.com/fEY2iERTUuGvPCteV6xA_BotW_Royal_Guard%2527s_Shield_Icon.png%3Fversion%3D0858756db4e7d69cf164052cf412d2c5),Shield,,,14,70,,,,,,,,,"This shield was forged using ancient Sheikah technology. It boasts extremely high stopping power, but its structural weakness made its low durability impractical for combat.",,,,,,,,,
Royal Shield,BotW_Royal_Shield_Icon.png?version=7ff91478e796b62422370bccb43164ff (https://dl.airtable.com/0zd8FZayTaafJk14tBPR_BotW_Royal_Shield_Icon.png%3Fversion%3D7ff91478e796b62422370bccb43164ff),Shield,,,29,55,,,,,,,,,"A shield issued to the Hyrulean royal family's immediate guard detail. It boasts a high defense, but these days it's more a collector's item due to its ornamentation.",,,,,,,,,
Rusty Shield,BotW_Rusty_Shield_Icon.png?version=090f8ca1dc47ecbc0f50814598e4dfb8 (https://dl.airtable.com/Vwgy3pbWSdS5kTGdTmGO_BotW_Rusty_Shield_Icon.png%3Fversion%3D090f8ca1dc47ecbc0f50814598e4dfb8),Shield,,,16,3,,,,,,,,,"It's likely this rusty old shield once belonged to a knight. It still has some defensive capabilities, but its usefulness has been worn down by time.",,,,,,,,,
Savage Lynel Shield,BotW_Savage_Lynel_Shield_Icon.png?version=94e7198ddae5c7532fd205177d290215 (https://dl.airtable.com/Z8er0XSETXGy8yGxjskG_BotW_Savage_Lynel_Shield_Icon.png%3Fversion%3D94e7198ddae5c7532fd205177d290215),Shield,,,20,62,,,,,,,,,This ultimate Lynel shield is used only by the white-haired Lynels. It excels at defending against even the most brutal of attacks and cutting down powerful fores when deflecting.,,,,,,,,,
Shield of the Mind's Eye,BotW_Shield_of_the_Mind%27s_Eye_Icon.png?version=6a72e03bc2fe337eff61155b764eed98 (https://dl.airtable.com/bBPKaujJTwincIrbCUjP_BotW_Shield_of_the_Mind%2527s_Eye_Icon.png%3Fversion%3D6a72e03bc2fe337eff61155b764eed98),Shield,,,16,16,,,,,,,,,A small Sheikah-made shield. Its design is intended to decrease blind spots without sacrificing too much defense.,,,,,,,,,
Silver Shield,BotW_Silver_Shield_Icon.png?version=d7a5f3037a0108ce0891e43cd4b9ec9a (https://dl.airtable.com/oBWqMeOQQcyxbm7c05fL_BotW_Silver_Shield_Icon.png%3Fversion%3Dd7a5f3037a0108ce0891e43cd4b9ec9a),Shield,,,20,18,,,,,,,,,A Zora-made shield adorned with intricate ornamentation. It's said that true masters of this shield can redirect attacks as a rock redirects running water.,,,,,,,,,
Soldier's Shield,BotW_Soldier%27s_Shield_Icon.png?version=d1ca0cea2b9bd1294dbe9970b9d9844b (https://dl.airtable.com/i1XtkmoQFuFNMk4iPl68_BotW_Soldier%2527s_Shield_Icon.png%3Fversion%3Dd1ca0cea2b9bd1294dbe9970b9d9844b),Shield,,,16,16,,,,,,,,,"A shield once used by the guards of Hyrule Castle. It's easy to handle, but its core is made of wood, so it can catch fire.",,,,,,,,,
Spiked Boko Shield,BotW_Spiked_Boko_Shield_Icon.png?version=ff108502c1ce69e3b824e6e968d2eaef (https://dl.airtable.com/iDwXt2kiQZCSeDU8n9TP_BotW_Spiked_Boko_Shield_Icon.png%3Fversion%3Dff108502c1ce69e3b824e6e968d2eaef),Shield,,,7,10,,,,,,,,,A Boko shield made of slightly stronger wood. It's been reinforced with animal bones.,,,,,,,,,
Steel Lizal Shield,BotW_Steel_Lizal_Shield_Icon.png?version=51059636b7bc56c6680d3e38e1b53c2f (https://dl.airtable.com/2JgLz2qRaG3Y06gocZCA_BotW_Steel_Lizal_Shield_Icon.png%3Fversion%3D51059636b7bc56c6680d3e38e1b53c2f),Shield,,,15,35,,,,,,,,,"This Lizal shield is adorned with several metal shells as a means of reinforcement. Its defensive capabilities are high, but its weight requires a skilled soldier to bear.",,,,,,,,,
Traveler's Shield,BotW_Traveler%27s_Shield_Icon.png?version=0df9107c6dc43b33446f6e001605d561 (https://dl.airtable.com/i5LggIR8xLaqDfIagF6X_BotW_Traveler%2527s_Shield_Icon.png%3Fversion%3D0df9107c6dc43b33446f6e001605d561),Shield,,,12,4,,,,,,,,,A sturdy shield loved by many an adventurer. It is made of animal hide and sturdy wood and is best suited to defending against weak monsters or animals.,,,,,,,,,
Wooden Shield,BotW_Wooden_Shield_Icon.png?version=e24122bea180469be7f9b03df063f9ef (https://dl.airtable.com/ZvCofHocR0mJzA3rDEvJ_BotW_Wooden_Shield_Icon.png%3Fversion%3De24122bea180469be7f9b03df063f9ef),Shield,,,12,2,,,,,,,,,"This lightweight, simple shield is ideal for less-experienced fighters. It can withstand light attacks, but blocking stronger blows is not recommended.",,,,,,,,,
Ancient Bow,BotW_Ancient_Bow_Icon.png?version=a30326b50664bba2d8deb213f7aca1ce (https://dl.airtable.com/4ogKa3gaR9iPjf8PELEu_BotW_Ancient_Bow_Icon.png%3Fversion%3Da30326b50664bba2d8deb213f7aca1ce),Bow,,,120,44,1,50,,,,,,,"This bow is the result of Robbie's research. Ancient Sheikah technology allows it heightened functionality, Arrows fired from it travel in a perfectly straight line.",,,,,,,,,
Boko Bow,BotW_Boko_Bow_Icon.png?version=d0177b3bc59fa477e0f3daacbef6eaa4 (https://dl.airtable.com/4uQY7nTIRj6xqs27Yq9w_BotW_Boko_Bow_Icon.png%3Fversion%3Dd0177b3bc59fa477e0f3daacbef6eaa4),Bow,,,16,4,1,20,,,,,,,"A basic Bokoblin bow made of wood. It's made by taking any tree branch and tying a string to either end, so don't expect much in the way of combat effectiveness.",,,,,,,,,
Bow of Light,BotW_Bow_of_Light_Icon.png?version=ea34e5555e026648a11dfc40ad7cfca7 (https://dl.airtable.com/mNoDIfeTje4ni3Mt5tNE_BotW_Bow_of_Light_Icon.png%3Fversion%3Dea34e5555e026648a11dfc40ad7cfca7),Bow,,,100,100,1,500,,,,,,,"Princess Zelda gave you this bow and arrow for the battle with Dark beast Ganon. When wielded by the hero, it fires arrows of pure light strong enough to oppose the Calamity.",,,,,,,,,
Dragon Bone Boko Bow,BotW_Dragon_Bone_Boko_Bow_Icon.png?version=b798362d2651d960a0436784cbaf6922 (https://dl.airtable.com/Mv0xbz6SHypoMlqdzRMw_BotW_Dragon_Bone_Boko_Bow_Icon.png%3Fversion%3Db798362d2651d960a0436784cbaf6922),Bow,,,30,24,1,20,,,,,,,"A Boko bow reinforced by fossils. Bokoblins handpicked the materials it's made from, so it boasts a respectable firepower.",,,,,,,,,
Duplex Bow,BotW_Duplex_Bow_Icon.png?version=85250e7d4d9ed4a4bfe246f29d7d8aad (https://dl.airtable.com/luCjx5ViSHepeU40UcHN_BotW_Duplex_Bow_Icon.png%3Fversion%3D85250e7d4d9ed4a4bfe246f29d7d8aad),Bow,,,18,14,2,40,,,,,,,A bow favored by the skilled archers of the Yiga Clan. It's been engineered to fire two arrows at once to ensure your target comes to a swift and none-too-pleasant halt.,,,,,,,,,
Falcon Bow,BotW_Falcon_Bow_Icon.png?version=827ad5483332157164636dfc4235103a (https://dl.airtable.com/goBPFhR0WiconDs3QZJw_BotW_Falcon_Bow_Icon.png%3Fversion%3D827ad5483332157164636dfc4235103a),Bow,,,50,20,1,40,,,,,,,"A highly refined Rito-made bow created by a master Rito craftsman. Rito warriors favor it for its superior rate of fire, which helps them excel even further at aerial combat.",,,,,,,,,
Forest Dweller's Bow,BotW_Forest_Dweller%27s_Bow_Icon.png?version=5b3dc5b5d6e643ca3fbcdbc4a0cd10ec (https://dl.airtable.com/FqsxIzKpQ4CEUzeUj6Zo_BotW_Forest_Dweller%2527s_Bow_Icon.png%3Fversion%3D5b3dc5b5d6e643ca3fbcdbc4a0cd10ec),Bow,,,35,15,3,20,,,,,,,"The Koroks made this bow for Hylians. It's crafted from flexible wood and uses sturdy vines for the bowstring. Its construction may be simple, but it fires multiple arrows at once.",,,,,,,,,
Golden Bow,BotW_Golden_Bow_Icon.png?version=fa5b134bf3abb93b5444df5a921ceee5 (https://dl.airtable.com/A8RK8T7mQqKV1W6iu5N4_BotW_Golden_Bow_Icon.png%3Fversion%3Dfa5b134bf3abb93b5444df5a921ceee5),Bow,,,60,14,1,40,,,,,,,"This Gerudo-made bow is popular for the fine ornamentations along its limbs. Designed for hunting and warfare alike, this bow was engineered to strike distant targets.",,,,,,,,,
Great Eagle Bow,BotW_Great_Eagle_Bow_Icon.png?version=05bf5d9dc6541b71bec3d14c406dbe55 (https://dl.airtable.com/X9EOt8FrSCrZy4TCFgwQ_BotW_Great_Eagle_Bow_Icon.png%3Fversion%3D05bf5d9dc6541b71bec3d14c406dbe55),Bow,,,60,28,3,40,,,,,,,"A bow without equal wielded by the Rito Champion, Revali. it's said Revali could loose arrows with the speed of a gale, making him supreme in aerial combat.",,,,,,,,,
Knight's Bow,BotW_Knight%27s_Bow_Icon.png?version=fc945fe56e15841eed3288c0f291c4b7 (https://dl.airtable.com/4cmmOtZTyWfmiYDILUfd_BotW_Knight%2527s_Bow_Icon.png%3Fversion%3Dfc945fe56e15841eed3288c0f291c4b7),Bow,,,48,26,1,20,,,,,,,"The sturdy metal construction of this bow offers superior durability, while its lack of firing quirks makes it quite reliable. Once favored by the knights at Hyrule Castle.",,,,,,,,,
Lizal Bow,BotW_Lizal_Bow_Icon.png?version=77bdc511a21b419c3b5c966d9ca16a91 (https://dl.airtable.com/xfQ85XOaR0mVtSO4ua1U_BotW_Lizal_Bow_Icon.png%3Fversion%3D77bdc511a21b419c3b5c966d9ca16a91),Bow,,,25,14,1,20,,,,,,,A wooden bow created by Lizalfos. It's reinforced by the bones of a large fish - a marked improvement over any standard wooden bow.,,,,,,,,,
Lynel Bow,BotW_Lynel_Bow_Icon.png?version=e320093e356044f3ebd219bd92da16fc (https://dl.airtable.com/sWfVzQPFSZGz9CFeX8mX_BotW_Lynel_Bow_Icon.png%3Fversion%3De320093e356044f3ebd219bd92da16fc),Bow,,,30,10,3,20,,,,,,,A Lynel-made bow crafted from rough metal. True to the vicious nature of Lynel weaponry. It fires a spread of multiple arrows at once. Ideal for taking down quick-moving targets.,,,,,,,,,
Mighty Lynel Bow,BotW_Mighty_Lynel_Bow_Icon.png?version=a8d6d7e9ea3e62f212dbfd92f899c3a1 (https://dl.airtable.com/QQDPunZdQau9ZVpCcbiy_BotW_Mighty_Lynel_Bow_Icon.png%3Fversion%3Da8d6d7e9ea3e62f212dbfd92f899c3a1),Bow,,,35,20,3,20,,,,,,,"This massive Lynel bow sports a bowstring made from a metal so tough, mere Hylians have trouble drawing it back.",,,,,,,,,
Phrenic Bow,BotW_Phrenic_Bow_Icon.png?version=710f4b2b707a7678c13f4dc8479f0e30 (https://dl.airtable.com/5dxckRu6TsWS23x9iphY_BotW_Phrenic_Bow_Icon.png%3Fversion%3D710f4b2b707a7678c13f4dc8479f0e30),Bow,,,45,10,1,40,,,,,,,A bow passed down through the Sheikah tribe. Concentrating before drawing the string will allow you to target distant enemies as easily as those nearby.,,,,,,,,,
Reinforced Lizal Bow,BotW_Reinforced_Lizal_Bow_Icon.png?version=d6c6113321c0fd797814613ce00fb178 (https://dl.airtable.com/aQLMpAuwSZuQ1zo8GTVu_BotW_Reinforced_Lizal_Bow_Icon.png%3Fversion%3Dd6c6113321c0fd797814613ce00fb178),Bow,,,35,25,1,20,,,,,,,"A Lizal bow with a grip reinforced by metal. The body is made from the branches of a flexible tree that grows near water, which offers some serious destructive power.",,,,,,,,,
Royal Bow,BotW_Royal_Bow_Icon.png?version=0f40ee3dd823cd32e842f1be67e18806 (https://dl.airtable.com/DJV74ozOTgGYhxrZlzPv_BotW_Royal_Bow_Icon.png%3Fversion%3D0f40ee3dd823cd32e842f1be67e18806),Bow,,,60,38,1,20,,,,,,,"In the past, the king of Hyrule presented this bow to only the most talented archers in the land. Its combat capabilities are as impressive as its extravagant design.",,,,,,,,,
Royal Guard's Bow,BotW_Royal_Guard%27s_Bow_Icon.png?version=ca7f8ac0ea73e8da267355c943770cd1 (https://dl.airtable.com/VdVq1tepROKqnq8ioimW_BotW_Royal_Guard%2527s_Bow_Icon.png%3Fversion%3Dca7f8ac0ea73e8da267355c943770cd1),Bow,,,20,50,1,30,,,,,,,"This prototype Sheikah-made bow was designed to fight the Great Calamity. made with anient technology, it boasts a high rate of fire and firepower but has low durability.",,,,,,,,,
Savage Lynel Bow,BotW_Savage_Lynel_Bow_Icon.png?version=34b710a627e78f0e49fbcbf796fa48d5 (https://dl.airtable.com/CpQXABwYRwKAxT38c1x5_BotW_Savage_Lynel_Bow_Icon.png%3Fversion%3D34b710a627e78f0e49fbcbf796fa48d5),Bow,,,45,32,3,20,,,,,,,This Lynel bow is made from a special steel found at the peak of Death Mountain. It has tremendous stopping power and can pierce thick armor as easily as thin paper.,,,,,,,,,
Silver Bow,BotW_Silver_Bow_Icon.png?version=520eefb145d4ab4ab4d538429420216a (https://dl.airtable.com/sM1BYEKVQNOvnvHVvIjR_BotW_Silver_Bow_Icon.png%3Fversion%3D520eefb145d4ab4ab4d538429420216a),Bow,,,40,15,1,20,,,,,,,"A bow favored by the Zora for fishing. It doesn't boast the highest firepower, but the special metal it's crafted from prioritizes durability.",,,,,,,,,
Soldier's Bow,BotW_Soldier%27s_Bow_Icon.png?version=7d127b0dd53cb5ceae49dc18072b75ee (https://dl.airtable.com/o0z991ZSRisQ03TyzKgH_BotW_Soldier%2527s_Bow_Icon.png%3Fversion%3D7d127b0dd53cb5ceae49dc18072b75ee),Bow,,,36,14,1,20,,,,,,,"A bow designed for armed conflict. Inflicts more damage than a civilian bow, but it will still burn if it touches fire.",,,,,,,,,
Spiked Boko Bow,BotW_Spiked_Boko_Bow_Icon.png?version=88969eed0ef1851af54af0c1f1054080 (https://dl.airtable.com/xigHHN7gSsG2GFJuMCej_BotW_Spiked_Boko_Bow_Icon.png%3Fversion%3D88969eed0ef1851af54af0c1f1054080),Bow,,,20,12,1,20,,,,,,,"An upgraded Boko Bow bound with animal bone to boost its durability and firepower. Its craftsmanship is sloppy, but it's light and easy to use.",,,,,,,,,
Steel Lizal Bow,BotW_Steel_Lizal_Bow_Icon.png?version=5b9ce91a5e76698e215c236e1c35a041 (https://dl.airtable.com/enL3sQoCSL6xQIVcanzo_BotW_Steel_Lizal_Bow_Icon.png%3Fversion%3D5b9ce91a5e76698e215c236e1c35a041),Bow,,,50,36,1,20,,,,,,,This bow is wielded by lizalfos who are expert marksmen. The metal that reinforces much of the weapon adds some additional weight but offers heightened durability.,,,,,,,,,
Swallow Bow,BotW_Swallow_Bow_Icon.png?version=25f841cf9a87503c1b213d8e57b10458 (https://dl.airtable.com/YnhZAf9VR7qPESqNxR4a_BotW_Swallow_Bow_Icon.png%3Fversion%3D25f841cf9a87503c1b213d8e57b10458),Bow,,,30,9,1,40,,,,,,,"This bow is a favorite among Rito warriors. The bowstring has been specially engineered for aerial combat, which allows it to be drawn faster than a normal bow.",,,,,,,,,
Traveler's Bow,BotW_Traveler%27s_Bow_Icon.png?version=2f79f7129c168202993723b4f0dc127d (https://dl.airtable.com/1YURdRBLTqmw3krpipqs_BotW_Traveler%2527s_Bow_Icon.png%3Fversion%3D2f79f7129c168202993723b4f0dc127d),Bow,,,22,5,1,20,,,,,,,"A small bow used by travelers for protection. It doesn't do a lot of damage, but it can be used to attack foes from a distance.",,,,,,,,,
Twilight Bow,BotW_Twilight_Bow_Icon.png?version=ea5d596836c8b089da4fb57e822ca31d (https://dl.airtable.com/UCovoxKiSUSljIrEw6v5_BotW_Twilight_Bow_Icon.png%3Fversion%3Dea5d596836c8b089da4fb57e822ca31d),Bow,,,100,30,1,8000,,,,,,,"A bow used by the princess who fought the beasts of twilight alongside the hero. It's said to contain the spirits of light's power. It fires arrows straight and true, as if beams of light.",,,,,,,,,
